DHID,Azimuth,Inclination,Depth
DDH145,68.4,-87.0,5.0
DDH145,68.3,-87.1,10.0
DDH145,68.3,-86.9,15.0
DDH145,68.3,-87.0,20.0
DDH145,68.3,-86.8,25.0
DDH145,68.2,-87.1,30.0
DDH145,68.2,-87.0,35.0
DDH145,68.3,-86.8,40.0
DDH145,68.4,-87.0,45.0
DDH145,68.3,-87.1,50.0
DDH145,68.2,-87.1,55.0
DDH145,68.3,-87.0,60.0
DDH145,68.3,-87.1,65.0
DDH145,68.6,-86.9,70.0
DDH145,68.5,-86.9,75.0
DDH145,68.2,-87.3,80.0
DDH145,68.2,-87.2,85.0
DDH145,68.4,-87.0,90.0
DDH145,68.3,-87.0,95.0
DDH145,68.6,-87.2,100.0
DDH145,68.6,-87.3,105.0
DDH145,68.4,-87.0,110.0
DDH145,68.4,-87.1,115.0
DDH145,68.4,-87.2,120.0
DDH145,68.6,-87.2,125.0
DDH145,68.4,-87.3,130.0
DDH145,68.7,-87.3,135.0
DDH145,68.3,-87.3,140.0
DDH145,68.5,-87.1,145.0
DDH145,68.4,-87.3,150.0
DDH145,68.3,-87.4,155.0
DDH145,68.7,-87.2,160.0
DDH145,68.4,-87.2,165.0
DDH145,68.4,-87.2,170.0
DDH146,61.1,-79.1,0.0
DDH146,61.1,-79.4,5.0
DDH146,61.2,-79.2,10.0
DDH146,61.4,-79.2,15.0
DDH146,61.4,-79.3,20.0
DDH146,61.1,-79.4,25.0
DDH146,61.2,-79.0,30.0
DDH146,61.3,-79.3,35.0
DDH146,61.4,-79.2,40.0
DDH146,61.2,-79.2,45.0
DDH146,61.2,-79.3,50.0
DDH146,61.4,-79.1,55.0
DDH146,61.5,-79.1,60.0
DDH146,61.2,-79.0,65.0
DDH146,61.2,-79.1,70.0
DDH146,61.2,-79.2,75.0
DDH146,61.3,-79.0,80.0
DDH146,61.3,-79.4,85.0
DDH146,61.6,-79.1,90.0
DDH146,61.4,-79.3,95.0
DDH146,61.5,-79.2,100.0
DDH146,61.4,-79.3,105.0
DDH146,61.3,-79.2,110.0
DDH146,61.5,-79.2,115.0
DDH146,61.3,-79.1,120.0
DDH146,61.3,-79.1,125.0
DDH146,61.5,-79.4,130.0
DDH146,61.5,-79.2,135.0
DDH146,61.6,-79.4,140.0
DDH146,61.5,-79.1,145.0
DDH146,61.6,-79.3,150.0
DDH146,61.5,-79.4,155.0
DDH146,61.3,-79.1,160.0
DDH146,61.5,-79.1,165.0
DDH146,61.4,-79.2,170.0
DDH147,346.9,-60.0,0.0
DDH147,347.2,-59.8,5.0
DDH147,347.0,-59.8,10.0
DDH147,346.9,-59.9,15.0
DDH147,347.2,-59.9,20.0
DDH147,347.1,-60.1,25.0
DDH148,8.0,-46.5,0.0
DDH148,8.1,-46.4,5.0
DDH148,8.3,-46.3,10.0
DDH148,8.0,-46.3,15.0
DDH148,8.2,-46.2,20.0
DDH148,8.1,-46.5,25.0
DDH148,8.3,-46.6,30.0
DDH149,28.5,-59.0,0.0
DDH149,28.6,-59.0,5.0
DDH149,28.8,-59.0,10.0
DDH149,28.5,-59.0,15.0
DDH149,28.6,-59.1,20.0
DDH149,28.8,-59.1,25.0
DDH149,28.5,-59.3,30.0
DDH149,28.7,-59.3,35.0
DDH149,28.9,-59.1,40.0
DDH149,28.6,-59.1,45.0
DDH149,28.8,-59.3,50.0
DDH149,28.8,-59.2,55.0
DDH149,28.8,-59.0,60.0
DDH149,28.7,-59.3,65.0
DDH150,44.0,-58.9,0.0
DDH150,44.1,-58.9,5.0
DDH150,44.0,-58.8,10.0
DDH150,44.1,-58.7,15.0
DDH150,44.2,-58.6,20.0
DDH150,44.1,-58.8,25.0
DDH150,44.0,-58.6,30.0
DDH150,44.0,-58.5,35.0
DDH150,43.9,-58.9,40.0
DDH150,44.2,-58.7,45.0
DDH150,44.2,-58.7,50.0
DDH150,44.0,-58.6,55.0
DDH150,44.0,-58.8,60.0
DDH150,44.1,-58.5,65.0
DDH150,44.0,-58.7,70.0
DDH150,43.9,-58.6,75.0
DDH151,353.7,-76.3,0.0
DDH151,353.6,-76.6,5.0
DDH151,353.5,-76.3,10.0
DDH151,353.6,-76.5,15.0
DDH151,353.8,-76.3,20.0
DDH151,353.7,-76.6,25.0
DDH151,353.6,-76.4,30.0
DDH151,353.7,-76.4,35.0
DDH151,353.6,-76.5,40.0
DDH151,353.5,-76.3,45.0
DDH151,353.5,-76.4,50.0
DDH151,353.5,-76.5,55.0
DDH151,353.5,-76.3,60.0
DDH151,353.6,-76.5,65.0
DDH151,353.5,-76.5,70.0
DDH152,7.3,-53.5,0.0
DDH152,7.3,-53.3,5.0
DDH152,7.3,-53.3,10.0
DDH152,7.4,-53.4,15.0
DDH152,7.4,-53.4,20.0
DDH152,7.2,-53.3,25.0
DDH152,7.1,-53.3,30.0
DDH152,7.4,-53.5,35.0
DDH152,7.3,-53.5,40.0
DDH152,7.1,-53.3,45.0
DDH152,7.0,-53.4,50.0
DDH153,353.1,-52.6,0.0
DDH153,353.0,-52.7,5.0
DDH153,353.2,-52.8,10.0
DDH153,353.0,-52.4,15.0
DDH153,353.1,-52.4,20.0
DDH154,9.1,-66.2,0.0
DDH154,8.9,-66.3,5.0
DDH154,9.0,-66.0,10.0
DDH154,9.2,-66.3,15.0
DDH155,331.3,-81.6,0.0
DDH155,331.4,-81.6,5.0
DDH155,331.3,-81.5,10.0
DDH155,331.3,-81.4,15.0
DDH156,17.8,-52.0,0.0
DDH156,17.7,-51.8,5.0
DDH156,17.7,-51.7,10.0
DDH156,17.7,-51.7,15.0
DDH156,17.7,-51.9,20.0
DDH157,52.5,-83.8,0.0
DDH157,52.5,-83.8,5.0
DDH157,52.3,-83.7,10.0
DDH157,52.4,-84.0,15.0
DDH157,52.4,-83.8,20.0
DDH157,52.3,-83.9,25.0
DDH157,52.4,-84.0,30.0
DDH157,52.5,-83.8,35.0
DDH157,52.4,-83.8,40.0
DDH157,52.2,-83.8,45.0
DDH157,52.3,-83.9,50.0
DDH157,52.3,-83.8,55.0
DDH157,52.4,-83.9,60.0
DDH157,52.2,-83.7,65.0
DDH157,52.5,-83.7,70.0
DDH157,52.2,-84.0,75.0
DDH157,52.4,-83.9,80.0
DDH157,52.5,-83.8,85.0
DDH157,52.4,-84.0,90.0
DDH157,52.2,-83.7,95.0
DDH157,52.3,-83.9,100.0
DDH157,52.5,-83.8,105.0
DDH157,52.2,-83.7,110.0
DDH157,52.3,-83.7,115.0
DDH157,52.5,-83.6,120.0
DDH157,52.5,-83.6,125.0
DDH157,52.4,-83.7,130.0
DDH157,52.5,-83.9,135.0
DDH157,52.3,-83.9,140.0
DDH157,52.5,-83.6,145.0
DDH157,52.4,-83.9,150.0
DDH157,52.3,-83.6,155.0
DDH157,52.5,-83.9,160.0
DDH157,52.5,-83.9,165.0
DDH158,1.1,-57.2,0.0
DDH158,1.4,-57.2,5.0
DDH158,1.4,-57.4,10.0
DDH158,1.4,-57.2,15.0
DDH158,1.3,-57.5,20.0
DDH158,1.5,-57.2,25.0
DDH158,1.4,-57.4,30.0
DDH158,1.4,-57.3,35.0
DDH158,1.3,-57.3,40.0
DDH158,1.6,-57.1,45.0
DDH158,1.5,-57.4,50.0
DDH158,1.5,-57.2,55.0
DDH158,1.5,-57.4,60.0
DDH158,1.5,-57.3,65.0
DDH158,1.4,-57.5,70.0
DDH158,1.3,-57.2,75.0
DDH158,1.3,-57.1,80.0
DDH158,1.4,-57.4,85.0
DDH158,1.5,-57.3,90.0
DDH158,1.4,-57.3,95.0
DDH158,1.7,-57.3,100.0
DDH158,1.5,-57.2,105.0
DDH159,318.0,-83.7,0.0
DDH159,318.4,-84.0,5.0
DDH159,318.2,-83.9,10.0
DDH159,318.1,-83.7,15.0
DDH159,318.1,-83.6,20.0
DDH159,318.4,-83.7,25.0
DDH159,318.1,-83.7,30.0
DDH159,318.3,-83.9,35.0
DDH159,318.3,-84.0,40.0
DDH159,318.1,-83.8,45.0
DDH159,318.2,-84.0,50.0
DDH159,318.3,-83.7,55.0
DDH159,318.1,-84.1,60.0
DDH159,318.1,-84.0,65.0
DDH159,318.3,-84.1,70.0
DDH159,318.2,-84.0,75.0
DDH159,318.1,-83.9,80.0
DDH159,318.2,-83.9,85.0
DDH159,318.2,-84.0,90.0
DDH159,318.1,-84.1,95.0
DDH159,318.4,-84.0,100.0
DDH159,318.2,-84.1,105.0
DDH159,318.4,-84.1,110.0
DDH159,318.4,-84.0,115.0
DDH159,318.2,-84.0,120.0
DDH159,318.4,-84.0,125.0
DDH159,318.3,-84.0,130.0
DDH159,318.3,-84.2,135.0
DDH159,318.2,-83.9,140.0
DDH159,318.2,-83.9,145.0
DDH159,318.5,-83.9,150.0
DDH159,318.2,-84.0,155.0
DDH159,318.5,-84.2,160.0
DDH159,318.2,-84.1,165.0
DDH159,318.5,-84.1,170.0
DDH160,356.6,-77.9,0.0
DDH160,356.6,-78.0,5.0
DDH160,356.6,-78.3,10.0
DDH160,356.6,-77.9,15.0
DDH160,356.4,-78.2,20.0
DDH160,356.3,-78.1,25.0
DDH160,356.5,-78.3,30.0
DDH160,356.3,-78.3,35.0
DDH160,356.4,-78.1,40.0
DDH160,356.6,-78.2,45.0
DDH160,356.6,-78.1,50.0
DDH160,356.4,-78.0,55.0
DDH160,356.6,-78.1,60.0
DDH160,356.4,-78.4,65.0
DDH160,356.6,-78.2,70.0
DDH160,356.4,-78.4,75.0
DDH160,356.5,-78.3,80.0
DDH160,356.3,-78.3,85.0
DDH160,356.4,-78.4,90.0
DDH160,356.5,-78.5,95.0
DDH160,356.5,-78.3,100.0
DDH160,356.4,-78.5,105.0
DDH160,356.3,-78.4,110.0
DDH160,356.5,-78.4,115.0
DDH160,356.5,-78.5,120.0
DDH160,356.3,-78.5,125.0
DDH160,356.4,-78.6,130.0
DDH160,356.3,-78.5,135.0
DDH160,356.5,-78.3,140.0
DDH160,356.3,-78.5,145.0
DDH160,356.3,-78.6,150.0
DDH161,351.7,-51.2,0.0
DDH161,351.8,-51.1,5.0
DDH161,351.7,-51.1,10.0
DDH161,351.6,-51.2,15.0
DDH161,351.6,-51.2,20.0
DDH161,351.6,-51.1,25.0
DDH161,351.8,-50.9,30.0
DDH161,351.8,-50.9,35.0
DDH161,351.6,-51.0,40.0
DDH161,351.8,-51.1,45.0
DDH161,351.7,-51.1,50.0
DDH161,351.7,-50.8,55.0
DDH162,45.7,-71.2,0.0
DDH162,45.5,-71.2,5.0
DDH162,45.8,-71.4,10.0
DDH162,45.6,-71.3,15.0
DDH162,45.7,-71.3,20.0
DDH162,45.6,-71.1,25.0
DDH162,45.5,-71.0,30.0
DDH162,45.5,-71.1,35.0
DDH162,45.6,-71.1,40.0
DDH162,45.6,-71.3,45.0
DDH162,45.5,-71.2,50.0
DDH162,45.7,-71.0,55.0
DDH162,45.7,-71.0,60.0
DDH162,45.5,-71.0,65.0
DDH163,11.4,-50.1,0.0
DDH163,11.5,-50.2,5.0
DDH163,11.6,-50.2,10.0
DDH163,11.5,-50.3,15.0
DDH163,11.4,-50.2,20.0
DDH163,11.2,-50.3,25.0
DDH163,11.4,-50.4,30.0
DDH163,11.3,-50.3,35.0
DDH163,11.2,-50.5,40.0
DDH163,11.3,-50.2,45.0
DDH163,11.2,-50.3,50.0
DDH164,354.5,-85.0,0.0
DDH164,354.5,-85.0,5.0
DDH164,354.7,-84.9,10.0
DDH164,354.7,-85.0,15.0
DDH164,354.4,-84.9,20.0
DDH164,354.7,-85.2,25.0
DDH164,354.6,-85.2,30.0
DDH164,354.6,-85.0,35.0
DDH164,354.7,-84.9,40.0
DDH164,354.5,-85.2,45.0
DDH164,354.7,-85.2,50.0
DDH164,354.7,-85.0,55.0
DDH164,354.7,-85.1,60.0
DDH164,354.6,-85.1,65.0
DDH164,354.7,-85.1,70.0
DDH165,8.3,-80.3,0.0
DDH165,8.2,-80.3,5.0
DDH165,8.3,-80.2,10.0
DDH165,8.0,-80.5,15.0
DDH165,8.3,-80.2,20.0
DDH165,8.3,-80.3,25.0
DDH165,8.0,-80.3,30.0
DDH165,8.4,-80.4,35.0
DDH165,8.1,-80.3,40.0
DDH165,8.1,-80.3,45.0
DDH165,8.3,-80.3,50.0
DDH165,8.1,-80.4,55.0
DDH165,8.1,-80.3,60.0
DDH165,8.2,-80.2,65.0
DDH166,0.4,-64.6,0.0
DDH166,0.2,-64.7,5.0
DDH166,0.5,-64.7,10.0
DDH166,0.4,-64.7,15.0
DDH166,0.4,-64.5,20.0
DDH167,358.0,-49.2,0.0
DDH167,358.3,-49.6,5.0
DDH167,358.2,-49.4,10.0
DDH167,358.3,-49.5,15.0
DDH167,358.1,-49.4,20.0
DDH167,358.1,-49.7,25.0
DDH168,33.9,-50.8,0.0
DDH168,33.8,-50.5,5.0
DDH168,33.9,-50.5,10.0
DDH168,33.9,-50.5,15.0
DDH168,33.6,-50.7,20.0
DDH168,33.8,-50.6,25.0
DDH168,34.0,-50.4,30.0
DDH168,33.6,-50.4,35.0
DDH169,336.7,-76.3,0.0
DDH169,336.5,-76.2,5.0
DDH169,336.6,-76.4,10.0
DDH169,336.7,-76.2,15.0
DDH169,336.5,-76.2,20.0
DDH169,336.6,-76.3,25.0
DDH169,336.7,-76.2,30.0
DDH169,336.4,-76.4,35.0
DDH170,350.6,-55.8,0.0
DDH170,350.3,-55.6,5.0
DDH170,350.4,-55.5,10.0
DDH170,350.6,-55.8,15.0
DDH170,350.3,-55.8,20.0
DDH170,350.3,-55.7,25.0
DDH170,350.6,-55.9,30.0
DDH171,29.5,-55.4,0.0
DDH171,29.7,-55.7,5.0
DDH171,29.6,-55.7,10.0
DDH171,29.7,-55.4,15.0
DDH171,29.8,-55.4,20.0
DDH172,29.5,-47.4,0.0
DDH172,29.6,-47.6,5.0
DDH172,29.3,-47.6,10.0
DDH172,29.3,-47.5,15.0
DDH172,29.6,-47.3,20.0
DDH172,29.7,-47.2,25.0
DDH172,29.3,-47.4,30.0
DDH172,29.6,-47.3,35.0
DDH173,27.8,-53.5,0.0
DDH173,28.0,-53.1,5.0
DDH173,27.9,-53.3,10.0
DDH173,28.0,-53.2,15.0
DDH173,27.9,-53.3,20.0
DDH173,27.9,-53.2,25.0
DDH174,0.2,-68.4,0.0
DDH174,0.3,-68.3,5.0
DDH174,0.4,-68.2,10.0
DDH174,0.1,-68.3,15.0
DDH174,0.2,-68.4,20.0
DDH175,0.3,-81.9,0.0
DDH175,0.3,-81.6,5.0
DDH175,0.1,-81.9,10.0
DDH175,0.2,-81.6,15.0
DDH175,0.3,-81.8,20.0
DDH175,0.3,-81.9,25.0
DDH175,0.1,-81.7,30.0
DDH175,0.3,-82.0,35.0
DDH175,0.4,-81.8,40.0
DDH175,0.4,-81.9,45.0
DDH175,0.3,-82.0,50.0
DDH175,0.3,-81.9,55.0
DDH175,0.2,-81.7,60.0
DDH175,0.5,-81.7,65.0
DDH175,0.3,-81.7,70.0
DDH175,0.2,-81.9,75.0
DDH175,0.2,-81.8,80.0
DDH175,0.1,-81.6,85.0
DDH175,0.1,-81.9,90.0
DDH175,0.2,-81.9,95.0
DDH175,0.1,-81.8,100.0
DDH175,0.4,-81.7,105.0
DDH175,0.4,-81.9,110.0
DDH175,0.5,-81.9,115.0
DDH175,0.5,-82.0,120.0
DDH175,0.3,-81.8,125.0
DDH175,0.3,-81.8,130.0
DDH175,0.4,-81.9,135.0
DDH175,0.5,-81.9,140.0
DDH175,0.2,-81.8,145.0
DDH175,0.5,-81.9,150.0
DDH175,0.2,-81.9,155.0
DDH175,0.4,-81.7,160.0
DDH175,0.4,-81.9,165.0
DDH175,0.2,-81.7,170.0
DDH175,0.4,-81.8,175.0
DDH175,0.4,-81.9,180.0
DDH176,307.2,-82.6,0.0
DDH176,306.9,-82.9,5.0
DDH176,307.1,-82.6,10.0
DDH176,307.0,-82.6,15.0
DDH176,307.1,-82.9,20.0
DDH176,306.9,-82.6,25.0
DDH176,307.2,-82.9,30.0
DDH176,307.2,-82.8,35.0
DDH176,307.1,-82.9,40.0
DDH176,307.0,-82.6,45.0
DDH176,307.2,-82.6,50.0
DDH176,307.2,-82.6,55.0
DDH176,307.0,-82.5,60.0
DDH176,307.2,-82.7,65.0
DDH176,306.9,-82.6,70.0
DDH176,307.2,-82.6,75.0
DDH176,307.2,-82.5,80.0
DDH176,307.0,-82.5,85.0
DDH176,306.9,-82.6,90.0
DDH176,307.2,-82.6,95.0
DDH176,307.0,-82.5,100.0
DDH176,307.1,-82.4,105.0
DDH176,306.9,-82.4,110.0
DDH176,307.2,-82.4,115.0
DDH176,307.0,-82.4,120.0
DDH176,307.0,-82.5,125.0
DDH176,307.1,-82.6,130.0
DDH176,306.9,-82.6,135.0
DDH176,307.2,-82.4,140.0
DDH176,307.1,-82.4,145.0
DDH176,307.2,-82.4,150.0
DDH176,307.0,-82.5,155.0
DDH176,307.1,-82.4,160.0
DDH176,306.9,-82.5,165.0
DDH176,307.1,-82.5,170.0
DDH176,307.2,-82.4,175.0
DDH176,307.0,-82.5,180.0
DDH177,359.4,-49.5,0.0
DDH177,359.3,-49.3,5.0
DDH177,359.2,-49.4,10.0
DDH177,359.4,-49.2,15.0
DDH177,359.6,-49.5,20.0
DDH177,359.5,-49.3,25.0
DDH177,359.2,-49.3,30.0
DDH177,359.6,-49.5,35.0
DDH177,359.5,-49.5,40.0
DDH177,359.2,-49.4,45.0
DDH177,359.3,-49.5,50.0
DDH177,359.4,-49.5,55.0
DDH177,359.5,-49.6,60.0
DDH177,359.6,-49.4,65.0
DDH177,359.5,-49.3,70.0
DDH177,359.3,-49.6,75.0
DDH177,359.3,-49.6,80.0
DDH177,359.3,-49.4,85.0
DDH177,359.5,-49.7,90.0
DDH177,359.3,-49.7,95.0
DDH177,359.5,-49.5,100.0
DDH177,359.3,-49.6,105.0
DDH177,359.5,-49.8,110.0
DDH177,359.6,-49.7,115.0
DDH177,359.3,-49.6,120.0
DDH177,359.5,-49.8,125.0
DDH177,359.6,-49.7,130.0
DDH177,359.3,-49.7,135.0
DDH177,359.3,-49.6,140.0
DDH178,43.4,-81.4,0.0
DDH178,43.6,-81.4,5.0
DDH178,43.6,-81.5,10.0
DDH178,43.6,-81.5,15.0
DDH178,43.4,-81.4,20.0
DDH178,43.5,-81.4,25.0
DDH178,43.3,-81.4,30.0
DDH178,43.5,-81.5,35.0
DDH178,43.4,-81.4,40.0
DDH178,43.6,-81.3,45.0
DDH178,43.4,-81.4,50.0
DDH178,43.4,-81.3,55.0
DDH178,43.4,-81.4,60.0
DDH178,43.4,-81.3,65.0
DDH178,43.5,-81.4,70.0
DDH178,43.4,-81.5,75.0
DDH178,43.6,-81.3,80.0
DDH178,43.6,-81.4,85.0
DDH178,43.7,-81.5,90.0
DDH178,43.5,-81.4,95.0
DDH178,43.5,-81.4,100.0
DDH178,43.4,-81.4,105.0
DDH178,43.4,-81.3,110.0
DDH178,43.5,-81.3,115.0
DDH178,43.5,-81.3,120.0
DDH178,43.4,-81.2,125.0
DDH178,43.5,-81.4,130.0
DDH178,43.6,-81.2,135.0
DDH178,43.7,-81.3,140.0
DDH178,43.3,-81.4,145.0
DDH178,43.6,-81.3,150.0
DDH178,43.7,-81.1,155.0
DDH178,43.7,-81.3,160.0
DDH178,43.5,-81.3,165.0
DDH178,43.7,-81.1,170.0
DDH178,43.5,-81.2,175.0
DDH178,43.5,-81.4,180.0
DDH179,304.9,-79.4,0.0
DDH179,305.2,-79.2,5.0
DDH179,305.0,-79.0,10.0
DDH179,305.2,-79.1,15.0
DDH179,305.0,-79.4,20.0
DDH179,304.9,-79.3,25.0
DDH179,304.9,-79.0,30.0
DDH179,305.0,-79.3,35.0
DDH179,305.0,-79.2,40.0
DDH179,304.9,-79.3,45.0
DDH179,305.2,-79.0,50.0
DDH179,305.2,-79.3,55.0
DDH179,305.2,-79.4,60.0
DDH179,305.2,-79.1,65.0
DDH179,305.0,-79.0,70.0
DDH179,304.9,-79.2,75.0
DDH179,305.0,-79.4,80.0
DDH179,304.9,-79.2,85.0
DDH179,304.9,-79.0,90.0
DDH179,304.9,-79.2,95.0
DDH179,304.9,-79.2,100.0
DDH179,305.3,-79.3,105.0
DDH179,305.0,-79.2,110.0
DDH179,305.3,-79.1,115.0
DDH179,305.2,-79.4,120.0
DDH179,305.0,-79.2,125.0
DDH179,304.9,-79.2,130.0
DDH179,305.1,-79.2,135.0
DDH179,305.2,-79.3,140.0
DDH179,305.1,-79.1,145.0
DDH179,305.2,-79.1,150.0
DDH179,305.0,-79.2,155.0
DDH179,304.9,-79.3,160.0
DDH179,305.1,-79.4,165.0
DDH179,304.9,-79.1,170.0
DDH179,305.3,-79.2,175.0
DDH179,305.2,-79.4,180.0
DDH179,305.3,-79.3,185.0
DDH180,10.6,-45.7,0.0
DDH180,10.5,-45.7,5.0
DDH180,10.6,-45.7,10.0
DDH180,10.8,-45.7,15.0
DDH180,10.6,-45.8,20.0
DDH181,95.4,-76.1,0.0
DDH181,95.3,-76.1,5.0
DDH181,95.3,-76.0,10.0
DDH181,95.5,-75.8,15.0
DDH181,95.3,-76.2,20.0
DDH181,95.2,-76.2,25.0
DDH181,95.2,-75.9,30.0
DDH181,95.3,-76.0,35.0
DDH181,95.4,-76.0,40.0
DDH181,95.4,-75.9,45.0
DDH181,95.1,-76.1,50.0
DDH181,95.5,-76.1,55.0
DDH181,95.2,-76.0,60.0
DDH181,95.2,-76.1,65.0
DDH181,95.1,-76.2,70.0
DDH181,95.4,-76.0,75.0
DDH181,95.4,-76.1,80.0
DDH181,95.4,-76.1,85.0
DDH181,95.1,-76.0,90.0
DDH181,95.3,-76.1,95.0
DDH181,95.3,-75.9,100.0
DDH181,95.1,-76.1,105.0
DDH181,95.2,-76.1,110.0
DDH181,95.4,-76.2,115.0
DDH181,95.2,-76.1,120.0
DDH181,95.3,-75.9,125.0
DDH181,95.4,-76.1,130.0
DDH181,95.0,-76.0,135.0
DDH181,95.1,-76.1,140.0
DDH181,95.2,-76.2,145.0
DDH181,95.2,-75.9,150.0
DDH181,95.1,-75.9,155.0
DDH181,95.0,-76.1,160.0
DDH181,95.0,-76.1,165.0
DDH181,95.0,-76.1,170.0
DDH181,95.0,-76.2,175.0
DDH182,70.6,-80.0,0.0
DDH182,70.9,-79.9,5.0
DDH182,70.7,-79.9,10.0
DDH182,70.9,-80.0,15.0
DDH182,70.9,-80.1,20.0
DDH182,70.8,-80.2,25.0
DDH182,70.6,-79.9,30.0
DDH182,70.9,-80.0,35.0
DDH182,70.9,-80.2,40.0
DDH182,70.8,-80.2,45.0
DDH182,70.7,-80.3,50.0
DDH182,70.7,-80.1,55.0
DDH182,70.7,-80.2,60.0
DDH182,70.7,-80.3,65.0
DDH182,70.7,-80.0,70.0
DDH182,70.7,-80.4,75.0
DDH182,70.6,-80.4,80.0
DDH182,70.7,-80.3,85.0
DDH182,70.5,-80.1,90.0
DDH182,70.6,-80.4,95.0
DDH182,70.5,-80.4,100.0
DDH182,70.7,-80.2,105.0
DDH183,16.0,-47.7,0.0
DDH183,15.9,-47.4,5.0
DDH183,16.2,-47.5,10.0
DDH183,16.2,-47.7,15.0
DDH183,16.2,-47.7,20.0
DDH183,16.2,-47.6,25.0
DDH183,16.2,-47.7,30.0
DDH183,15.9,-47.5,35.0
DDH183,16.2,-47.7,40.0
DDH183,16.2,-47.5,45.0
DDH183,16.0,-47.8,50.0
DDH183,16.2,-47.5,55.0
DDH183,15.8,-47.5,60.0
DDH183,16.0,-47.7,65.0
DDH183,15.8,-47.6,70.0
DDH183,15.8,-47.7,75.0
DDH183,15.9,-47.9,80.0
DDH183,16.1,-47.9,85.0
DDH184,8.7,-63.2,0.0
DDH184,8.9,-63.3,5.0
DDH184,8.8,-63.4,10.0
DDH184,9.0,-63.3,15.0
DDH184,9.0,-63.4,20.0
DDH184,8.9,-63.4,25.0
DDH184,9.0,-63.1,30.0
DDH184,9.0,-63.4,35.0
DDH184,9.1,-63.4,40.0
DDH184,8.7,-63.3,45.0
DDH184,9.1,-63.2,50.0
DDH184,8.8,-63.1,55.0
DDH184,9.0,-63.2,60.0
DDH184,8.9,-63.3,65.0
DDH184,9.0,-63.2,70.0
DDH184,9.0,-63.2,75.0
DDH184,9.1,-63.0,80.0
DDH184,8.9,-63.1,85.0
DDH185,15.9,-62.4,0.0
DDH185,16.1,-62.2,5.0
DDH185,16.0,-62.4,10.0
DDH185,15.7,-62.5,15.0
DDH185,15.9,-62.4,20.0
DDH185,15.7,-62.3,25.0
DDH185,16.0,-62.3,30.0
DDH185,15.7,-62.3,35.0
DDH185,15.7,-62.5,40.0
DDH185,15.8,-62.3,45.0
DDH185,15.8,-62.3,50.0
DDH185,15.7,-62.2,55.0
DDH185,15.8,-62.3,60.0
DDH185,15.8,-62.5,65.0
DDH185,15.7,-62.2,70.0
DDH185,15.8,-62.3,75.0
DDH185,15.8,-62.4,80.0
DDH185,15.8,-62.4,85.0
DDH186,307.5,-78.6,0.0
DDH186,307.6,-78.3,5.0
DDH186,307.6,-78.3,10.0
DDH186,307.7,-78.3,15.0
DDH186,307.6,-78.4,20.0
DDH186,307.5,-78.6,25.0
DDH186,307.8,-78.3,30.0
DDH186,307.8,-78.6,35.0
DDH186,307.7,-78.7,40.0
DDH186,307.5,-78.6,45.0
DDH186,307.8,-78.6,50.0
DDH186,307.5,-78.6,55.0
DDH187,50.0,-70.2,0.0
DDH187,49.8,-70.4,5.0
DDH187,49.8,-70.1,10.0
DDH187,49.7,-70.0,15.0
DDH187,50.0,-70.3,20.0
DDH187,49.7,-70.2,25.0
DDH187,49.8,-70.1,30.0
DDH187,50.0,-70.0,35.0
DDH187,50.1,-69.9,40.0
DDH188,20.0,-61.8,0.0
DDH188,19.9,-61.7,5.0
DDH188,20.0,-62.1,10.0
DDH188,20.0,-61.9,15.0
DDH188,20.0,-61.7,20.0
DDH188,19.8,-62.1,25.0
DDH188,19.7,-62.1,30.0
DDH188,19.8,-62.0,35.0
DDH189,343.4,-80.7,0.0
DDH189,343.5,-80.6,5.0
DDH189,343.4,-81.0,10.0
DDH189,343.6,-81.0,15.0
DDH189,343.4,-81.0,20.0
DDH189,343.6,-80.8,25.0
DDH189,343.6,-80.8,30.0
DDH189,343.7,-80.6,35.0
DDH189,343.5,-80.9,40.0
DDH189,343.4,-80.7,45.0
DDH189,343.5,-80.8,50.0
DDH190,343.7,-70.3,0.0
DDH190,343.8,-70.4,5.0
DDH190,343.5,-70.3,10.0
DDH190,343.5,-70.6,15.0
DDH190,343.8,-70.6,20.0
DDH190,343.6,-70.4,25.0
DDH190,343.8,-70.5,30.0
DDH190,343.8,-70.4,35.0
DDH190,343.7,-70.2,40.0
DDH190,343.8,-70.4,45.0
DDH191,30.9,-76.0,0.0
DDH191,30.7,-76.3,5.0
DDH191,30.6,-76.2,10.0
DDH191,30.6,-76.3,15.0
DDH191,30.9,-76.3,20.0
DDH192,352.9,-53.0,0.0
DDH192,352.7,-53.0,5.0
DDH192,352.8,-53.2,10.0
DDH192,352.6,-53.2,15.0
DDH192,352.7,-53.1,20.0
DDH192,352.7,-52.9,25.0
DDH192,352.7,-52.9,30.0
DDH192,352.9,-53.3,35.0
DDH193,19.6,-46.6,0.0
DDH193,19.5,-46.7,5.0
DDH193,19.6,-46.7,10.0
DDH193,19.5,-46.5,15.0
DDH193,19.7,-46.6,20.0
DDH193,19.7,-46.7,25.0
DDH193,19.5,-46.6,30.0
DDH193,19.6,-46.7,35.0
DDH193,19.7,-46.9,40.0
DDH194,34.2,-54.4,0.0
DDH194,34.2,-54.3,5.0
DDH194,34.0,-54.3,10.0
DDH194,34.0,-54.2,15.0
DDH194,33.9,-54.6,20.0
DDH194,33.9,-54.3,25.0
DDH194,34.1,-54.4,30.0
