DHID,depth,azimuth,dip
DH_340,366.0,97.606,-83.308
DH_340,372.667,97.812,-83.625
DH_340,379.333,98.005,-83.942
DH_340,386.0,98.15,-84.1
DH_340,392.667,98.15,-84.1
DH_340,399.333,98.15,-84.1
DH_341,0.0,90.0,-60.0
DH_341,5.0,90.647,-60.552
DH_341,10.0,91.197,-60.45
DH_341,15.0,91.104,-60.5
DH_341,20.0,90.849,-60.846
DH_341,25.0,91.194,-61.497
DH_341,30.0,90.964,-62.196
DH_341,35.0,90.4,-62.847
DH_341,40.0,90.204,-63.397
DH_341,45.0,89.606,-63.799
DH_341,50.0,89.544,-64.049
DH_341,55.0,89.607,-64.497
DH_341,60.0,90.143,-64.695
DH_341,65.0,91.0,-65.036
DH_341,70.0,90.163,-65.601
DH_341,75.0,90.483,-65.754
DH_341,80.0,91.406,-65.998
DH_341,85.0,91.346,-66.348
DH_341,90.0,92.045,-66.501
DH_341,95.0,94.862,-66.617
DH_341,100.0,94.519,-67.022
DH_341,105.0,92.283,-67.598
DH_341,110.0,93.394,-67.991
DH_341,115.0,94.338,-68.29
DH_341,120.0,95.393,-68.55
DH_341,125.0,95.606,-68.798
DH_341,130.0,94.814,-69.347
DH_341,135.0,95.48,-69.803
DH_341,140.0,97.09,-70.147
DH_341,145.0,96.671,-70.649
DH_341,150.0,96.044,-71.147
DH_341,155.0,96.984,-71.599
DH_341,160.0,97.115,-72.048
DH_341,165.0,96.745,-72.448
DH_341,170.0,97.245,-72.748
DH_341,175.0,97.207,-73.098
DH_341,180.0,97.195,-73.399
DH_341,185.0,97.305,-73.747
DH_341,190.0,97.051,-74.148
DH_341,195.0,96.66,-74.547
DH_341,200.0,96.446,-75.047
DH_341,205.0,96.943,-75.399
DH_341,210.0,96.958,-75.648
DH_341,215.0,93.618,-75.967
DH_341,220.0,94.104,-76.325
DH_341,225.0,97.607,-76.698
DH_341,230.0,97.251,-77.098
DH_341,235.0,97.598,-77.201
DH_341,240.0,96.256,-77.353
DH_341,245.0,95.621,-77.751
DH_341,250.0,97.241,-78.048
DH_341,255.0,97.501,-78.151
DH_341,260.0,97.598,-78.1
DH_341,265.0,97.751,-78.149
DH_341,270.0,96.524,-78.301
DH_341,275.0,96.944,-78.306
DH_341,280.0,98.059,-78.25
DH_341,285.0,98.834,-78.303
DH_341,290.0,99.364,-78.351
DH_341,295.0,98.598,-78.449
DH_341,300.0,98.354,-78.5
DH_341,305.0,98.543,-78.501
DH_341,310.0,98.853,-78.5
DH_341,315.0,98.163,-78.698
DH_341,320.0,97.5,-78.752
DH_341,325.0,98.041,-78.601
DH_341,330.0,99.292,-78.65
DH_341,335.0,99.701,-78.651
DH_341,340.0,100.096,-78.551
DH_341,345.0,99.62,-78.6
DH_341,350.0,99.593,-78.652
DH_341,355.0,100.588,-78.601
DH_342,0.0,90.0,-60.0
DH_342,5.0,92.04,-60.247
DH_342,10.0,91.993,-60.611
DH_342,15.0,92.58,-60.914
DH_342,20.0,93.096,-61.157
DH_342,25.34,93.643,-61.45
DH_342,30.681,94.006,-61.997
DH_342,36.021,94.006,-62.639
DH_342,41.362,94.326,-63.127
DH_342,46.702,94.529,-63.713
DH_342,52.043,94.852,-64.279
DH_342,57.383,95.42,-64.607
DH_342,62.723,95.134,-64.995
DH_342,68.0,95.085,-65.251
DH_342,73.0,95.475,-65.578
DH_342,78.0,94.634,-66.314
DH_342,83.0,95.28,-66.861
DH_342,88.0,95.533,-67.46
DH_342,93.0,95.345,-68.083
DH_342,98.0,95.465,-68.571
DH_342,103.0,95.756,-68.892
DH_342,108.0,96.63,-69.213
DH_342,113.0,96.275,-69.439
DH_342,118.34,95.777,-70.083
DH_342,123.681,97.223,-70.305
DH_342,129.021,98.625,-70.183
DH_342,134.362,98.582,-70.616
DH_342,139.702,97.253,-70.852
DH_342,145.043,97.621,-71.07
DH_342,150.383,98.816,-71.596
DH_342,155.723,99.284,-72.092
DH_342,161.064,98.698,-72.527
DH_342,166.404,98.796,-72.917
DH_342,171.745,98.099,-73.469
DH_342,177.085,88.734,-74.094
DH_342,182.426,92.395,-74.273
DH_342,187.766,99.04,-74.535
DH_342,193.106,99.85,-75.01
DH_342,198.447,99.573,-75.469
DH_342,203.787,100.542,-75.848
DH_342,209.128,100.601,-76.203
DH_342,214.468,101.153,-76.497
DH_342,219.809,101.86,-76.794
DH_342,225.149,101.93,-76.958
DH_342,230.489,101.9,-76.95
DH_342,235.83,101.9,-76.95
DH_342,241.0,101.9,-76.95
DH_342,246.0,101.9,-76.95
DH_343,0.0,90.0,-60.0
DH_343,5.0,87.52,-59.433
DH_343,10.0,87.208,-59.816
DH_343,15.0,87.572,-60.208
DH_343,20.0,87.751,-60.524
DH_343,25.0,88.194,-60.875
DH_343,30.0,88.957,-61.241
DH_343,35.0,89.109,-61.525
DH_343,40.0,89.754,-61.808
DH_343,44.957,90.45,-62.088
DH_343,49.915,90.875,-62.487
DH_343,54.872,91.21,-63.011
DH_343,59.83,92.213,-63.472
DH_343,65.0,93.418,-63.957
DH_343,70.0,93.226,-64.225
DH_343,75.0,92.552,-64.641
DH_343,80.0,93.701,-65.216
DH_343,84.957,94.812,-65.684
DH_343,89.915,94.44,-66.205
DH_343,95.0,94.692,-66.433
DH_343,100.0,94.55,-66.691
DH_343,105.0,94.781,-67.075
DH_343,110.0,95.669,-67.359
DH_343,115.0,96.243,-67.757
DH_343,120.0,96.609,-68.308
DH_343,125.0,97.116,-68.741
DH_343,130.0,97.664,-68.917
DH_343,135.0,97.995,-69.216
DH_343,140.0,98.171,-69.65
DH_343,145.0,98.739,-69.991
DH_343,150.0,98.991,-70.275
DH_343,155.0,99.132,-70.566
DH_343,160.0,99.373,-70.933
DH_343,165.0,99.789,-71.241
DH_343,170.0,99.943,-71.541
DH_343,175.0,99.8,-71.849
DH_343,180.0,99.857,-72.199
DH_343,185.0,100.065,-72.508
DH_343,190.0,100.101,-72.749
DH_343,195.0,100.247,-73.041
DH_343,200.0,100.5,-73.341
DH_343,205.0,100.533,-73.674
DH_343,210.0,100.542,-73.792
DH_343,215.0,100.754,-73.933
DH_343,220.0,100.918,-74.266
DH_343,225.0,100.801,-74.564
DH_343,229.957,100.767,-74.746
DH_344,0.0,90.0,-60.0
DH_344,5.0,91.525,-59.262
DH_344,10.0,91.085,-60.264
DH_344,15.0,90.822,-60.923
DH_344,20.0,91.198,-61.324
DH_344,25.0,91.334,-61.814
DH_344,30.0,91.3,-62.274
DH_344,35.0,91.579,-62.599
DH_344,40.0,92.235,-63.04
DH_344,45.0,92.527,-63.565
DH_344,50.0,92.63,-64.098
DH_344,55.0,93.072,-64.491
DH_344,60.0,93.496,-64.972
DH_344,65.0,94.029,-65.433
DH_344,70.0,94.736,-65.732
DH_344,75.0,95.051,-66.165
DH_344,80.0,95.402,-66.566
DH_344,85.0,96.161,-66.957
DH_344,90.0,96.836,-67.44
DH_344,95.0,97.281,-67.973
DH_344,100.0,97.351,-68.473
DH_344,105.0,97.585,-68.998
DH_344,110.0,97.891,-69.581
DH_344,115.0,97.908,-69.883
DH_344,120.0,98.098,-69.991
DH_344,125.0,98.406,-70.373
DH_344,130.0,99.093,-70.742
DH_344,135.0,99.618,-71.098
DH_344,140.0,99.837,-71.541
DH_344,145.0,100.576,-71.849
DH_344,150.0,100.911,-72.198
DH_344,155.0,101.39,-72.542
DH_344,160.0,101.745,-72.774
DH_344,165.0,101.678,-73.123
DH_344,170.0,102.031,-73.516
DH_344,175.0,101.894,-73.675
DH_344,180.0,101.635,-73.7
DH_345,0.0,90.0,-60.0
DH_345,5.0,91.2,-60.335
DH_345,10.0,91.28,-60.776
DH_345,15.0,91.271,-61.178
DH_345,20.0,91.303,-61.52
DH_345,25.0,91.635,-61.829
DH_345,30.0,91.753,-62.225
DH_345,35.0,92.061,-62.605
DH_345,40.0,92.771,-62.927
DH_345,45.0,93.324,-63.303
DH_345,50.0,93.799,-63.653
DH_345,55.0,94.283,-63.938
DH_345,60.0,94.926,-64.244
DH_345,65.0,95.663,-64.563
DH_345,70.0,96.072,-64.821
DH_345,75.0,96.502,-65.177
DH_345,80.0,96.956,-65.456
DH_345,85.0,97.457,-65.751
DH_345,90.0,98.045,-66.137
DH_345,95.0,98.103,-66.364
DH_345,100.0,98.356,-66.426
DH_345,105.0,98.805,-66.448
DH_345,110.0,98.916,-66.645
DH_345,115.0,98.933,-66.795
DH_346,0.0,90.0,-60.0
DH_346,5.0,92.959,-60.667
DH_346,10.0,92.436,-61.168
DH_346,15.0,89.609,-61.945
DH_346,20.0,88.843,-62.414
DH_346,25.0,91.234,-62.301
DH_346,30.0,91.217,-62.542
DH_346,35.0,91.201,-63.082
DH_346,40.0,91.183,-63.504
DH_346,45.0,91.183,-63.892
DH_346,50.0,91.272,-64.336
DH_346,55.0,90.999,-64.751
DH_346,60.0,90.745,-65.113
DH_346,65.0,91.115,-65.605
DH_346,70.0,92.037,-66.252
DH_346,75.0,92.76,-66.508
DH_347,0.0,90.0,-60.0
DH_347,5.125,90.316,-60.058
DH_347,10.25,90.877,-60.324
DH_347,15.0,91.419,-60.65
DH_347,20.0,91.802,-61.09
DH_347,25.0,92.215,-61.682
DH_347,30.0,92.433,-62.496
DH_347,35.0,92.141,-63.141
DH_347,40.0,92.678,-63.614
DH_347,45.125,94.84,-63.881
DH_347,50.25,96.779,-64.26
DH_347,55.0,97.552,-64.932
DH_347,60.0,97.973,-65.638
DH_347,65.0,97.928,-66.414
DH_347,70.0,98.247,-67.131
DH_347,75.0,98.806,-67.88
DH_347,80.0,98.973,-68.655
DH_347,85.0,98.806,-69.414
DH_347,90.0,98.64,-69.932
DH_347,95.0,98.41,-70.547
DH_347,100.0,98.018,-71.397
DH_347,105.0,97.324,-71.851
DH_347,110.0,97.126,-72.339
DH_347,115.0,97.617,-72.783
DH_347,120.0,97.617,-72.783
DH_348,0.0,90.0,-60.0
DH_348,5.0,91.733,-59.703
DH_348,10.0,90.963,-59.749
DH_348,15.0,91.44,-59.881
DH_348,20.0,90.854,-60.068
DH_348,25.0,90.045,-60.199
DH_348,30.0,90.258,-60.355
DH_348,35.0,90.074,-60.637
DH_348,40.0,90.325,-61.004
DH_348,45.0,90.72,-61.176
DH_348,50.0,90.343,-61.377
DH_348,55.0,90.091,-61.827
DH_348,60.0,90.205,-62.196
DH_348,65.0,90.067,-62.65
DH_348,70.0,90.027,-63.056
DH_348,75.0,90.395,-63.255
DH_348,80.0,91.496,-63.435
DH_348,85.0,93.202,-63.607
DH_348,90.0,91.501,-63.892
DH_348,95.0,88.954,-64.029
DH_349,0.0,90.0,-60.0
DH_349,5.0,94.824,-60.392
DH_349,10.059,96.026,-60.768
DH_349,15.118,97.455,-61.246
DH_349,20.176,97.836,-61.652
DH_349,25.235,97.733,-62.011
DH_349,30.294,98.827,-62.345
DH_349,35.353,99.297,-62.745
DH_349,40.412,98.269,-63.066
DH_349,45.0,96.131,-63.513
DH_349,50.0,95.11,-64.165
DH_349,55.0,80.73,-65.459
DH_349,60.0,81.558,-66.005
DH_349,65.0,98.645,-65.376
DH_349,70.0,98.266,-65.755
DH_349,75.0,98.804,-66.102
DH_349,80.0,99.717,-66.167
DH_349,85.059,99.717,-66.167
DH_350,0.0,90.0,-60.0
DH_350,5.0,88.152,-59.624
DH_350,10.0,87.753,-59.766
DH_350,15.0,87.639,-60.155
DH_350,20.0,87.561,-60.524
DH_350,25.0,87.095,-60.567
DH_350,30.0,87.212,-60.559
DH_350,35.0,87.428,-60.715
DH_350,40.0,87.07,-61.048
DH_350,45.0,86.695,-61.398
DH_350,50.0,86.057,-61.691
DH_350,55.0,85.502,-62.006
DH_350,60.0,84.989,-62.266
DH_350,65.0,84.089,-62.342
DH_350,70.0,82.325,-62.389
DH_350,75.0,81.049,-62.416
DH_351,0.0,90.0,-60.0
DH_351,5.0,85.479,-60.308
DH_351,10.0,85.257,-60.65
DH_351,15.0,85.36,-61.157
DH_351,20.0,85.192,-61.724
DH_351,25.0,85.474,-61.925
DH_351,30.0,85.932,-62.025
DH_351,35.0,86.348,-62.225
DH_351,40.0,86.998,-62.35
DH_351,45.0,87.349,-62.383
DH_352,0.0,90.0,-60.0
DH_352,5.063,88.703,-58.785
DH_352,10.125,89.021,-58.98
DH_352,15.188,88.992,-59.225
DH_352,20.25,89.175,-59.47
DH_352,25.313,89.546,-59.712
DH_352,30.375,90.219,-59.536
DH_352,35.438,89.604,-59.882
DH_352,40.5,89.776,-60.47
DH_352,45.563,89.856,-60.223
DH_352,51.0,90.028,-60.803
DH_352,56.0,91.224,-61.46
DH_352,61.0,91.643,-61.998
DH_352,66.0,91.947,-62.408
DH_352,71.0,92.15,-62.746
DH_352,76.0,92.167,-62.867
DH_353,0.0,90.0,-60.0
DH_353,5.0,92.845,-60.425
DH_353,10.0,93.239,-60.565
DH_353,15.0,93.106,-60.864
DH_353,20.0,92.751,-60.952
DH_353,25.0,92.796,-61.186
DH_353,30.0,93.31,-61.575
DH_353,35.0,93.643,-61.879
DH_353,40.0,93.583,-62.216
DH_353,45.0,93.918,-62.423
DH_353,50.0,94.242,-62.698
DH_353,55.0,94.258,-62.735
DH_353,60.0,93.875,-62.724
DH_353,65.0,93.547,-63.03
DH_353,70.0,93.683,-63.389
DH_353,75.0,93.651,-63.607
DH_353,80.0,93.445,-63.831
DH_353,85.0,93.76,-63.91
DH_353,90.0,93.982,-64.088
DH_353,95.0,93.985,-64.531
DH_353,100.0,94.267,-64.913
DH_353,105.0,94.405,-65.33
DH_353,110.0,95.628,-65.48
DH_353,115.0,96.806,-65.646
DH_353,120.0,97.664,-65.869
DH_353,125.0,98.263,-66.038
DH_353,130.0,98.525,-66.316
DH_353,135.0,99.205,-66.433
DH_353,140.0,99.881,-66.64
DH_353,145.0,100.562,-66.981
DH_353,150.0,101.1,-67.356
DH_353,155.0,101.678,-67.739
DH_353,160.0,101.913,-67.93
DH_354,0.0,90.0,-60.0
DH_354,6.0,93.572,-60.282
DH_354,12.0,93.818,-60.633
DH_354,18.0,94.189,-60.765
DH_354,24.0,94.163,-61.003
DH_354,30.31,95.72,-61.099
DH_354,36.621,95.864,-61.063
DH_354,42.931,96.035,-60.768
DH_354,49.241,95.722,-61.225
DH_354,55.552,96.673,-60.9
DH_354,61.862,96.688,-61.344
DH_354,68.0,97.071,-61.89
DH_354,74.0,97.277,-62.359
DH_354,80.0,97.958,-62.75
DH_354,86.0,98.83,-63.218
DH_354,92.0,99.55,-63.379
DH_354,98.0,99.813,-63.791
DH_354,104.0,100.039,-64.434
DH_354,110.0,100.757,-65.113
DH_354,116.0,101.309,-65.786
DH_354,122.0,101.416,-66.395
DH_354,128.0,102.22,-66.978
DH_354,134.0,102.929,-67.394
DH_354,140.0,103.383,-67.5
DH_354,146.0,103.383,-67.5
DH_354,152.0,103.383,-67.5
DH_354,158.0,103.383,-67.5
DH_354,164.0,103.383,-67.5
DH_354,170.0,103.383,-67.5
DH_354,176.0,103.383,-67.5
DH_354,182.31,103.383,-67.5
DH_355,0.0,90.0,-60.0
DH_355,5.0,86.363,-59.576
DH_355,10.0,86.834,-59.836
DH_355,15.0,87.759,-60.372
DH_355,20.0,88.799,-60.699
DH_355,25.0,89.554,-60.857
DH_355,30.0,89.499,-61.108
DH_355,35.0,90.39,-61.253
DH_355,40.0,91.678,-61.536
DH_355,45.0,89.814,-62.222
DH_355,50.0,90.213,-62.937
DH_355,55.0,91.769,-63.543
DH_355,60.0,93.213,-64.045
DH_355,64.714,95.064,-64.222
DH_356,0.0,90.0,-65.0
DH_356,5.0,89.823,-62.766
DH_356,10.0,90.154,-63.023
DH_356,15.0,92.195,-63.698
DH_356,20.0,92.277,-64.171
DH_356,25.0,90.787,-64.101
DH_356,30.0,91.15,-64.166
DH_356,35.0,91.036,-64.678
DH_356,40.0,91.449,-65.274
DH_356,45.0,92.032,-65.738
DH_356,50.0,92.067,-66.264
DH_356,55.0,92.311,-66.673
DH_356,60.0,92.755,-67.023
DH_356,65.0,93.055,-67.414
DH_356,70.0,93.307,-67.666
DH_356,75.0,93.932,-67.841
DH_356,80.0,93.628,-68.241
DH_356,85.0,92.618,-68.385
DH_356,90.0,92.597,-68.53
DH_356,95.0,93.123,-69.088
DH_356,100.0,93.632,-69.532
DH_356,105.0,93.96,-69.988
DH_356,110.0,94.471,-70.383
DH_356,115.0,94.473,-70.722
DH_356,120.0,94.396,-71.148
DH_356,125.0,94.896,-71.333
DH_356,130.0,95.88,-71.359
DH_356,135.233,96.244,-71.277
DH_356,140.467,95.894,-71.417
DH_356,145.7,95.8,-71.55
DH_356,150.933,95.8,-71.55
DH_356,156.167,95.8,-71.55
DH_357,0.0,90.0,-60.0
DH_357,9.0,94.577,-59.172
DH_357,18.0,94.957,-59.122
DH_357,27.0,95.408,-59.584
DH_357,36.0,95.506,-60.098
DH_357,45.0,95.704,-60.567
DH_357,54.0,96.144,-60.747
DH_357,63.0,96.419,-60.94
DH_357,72.0,96.679,-61.269
DH_357,81.0,96.966,-61.647
DH_357,90.0,97.261,-62.075
DH_357,99.0,97.562,-62.502
DH_357,108.0,97.853,-62.93
DH_357,117.0,98.146,-63.357
DH_357,126.0,98.447,-63.785
DH_357,135.0,98.744,-64.212
DH_357,144.0,99.048,-64.64
DH_357,153.0,99.341,-65.065
DH_357,162.0,99.467,-65.233
DH_358,0.0,90.0,-60.0
DH_358,5.0,88.81,-63.37
DH_358,10.0,88.378,-63.594
DH_358,15.0,89.326,-64.213
DH_358,20.0,90.06,-64.647
DH_358,25.0,90.276,-64.89
DH_358,30.0,90.237,-65.31
DH_358,35.0,90.524,-65.823
DH_358,40.0,91.378,-66.302
DH_358,45.0,91.623,-66.747
DH_358,50.0,91.352,-67.088
DH_358,55.0,91.526,-67.505
DH_358,60.0,92.229,-67.937
DH_358,65.0,92.529,-68.248
DH_358,70.0,92.141,-68.204
DH_358,75.0,90.834,-68.142
DH_358,80.0,90.455,-68.43
DH_358,85.0,90.77,-68.879
DH_358,90.0,90.763,-69.411
DH_358,95.0,90.754,-69.937
DH_358,100.0,90.625,-70.526
DH_358,105.0,90.264,-71.276
DH_358,110.0,91.435,-71.771
DH_358,115.0,92.851,-72.275
DH_358,120.0,92.416,-72.986
DH_358,125.0,92.612,-73.145
DH_358,130.0,93.535,-73.148
DH_358,135.0,94.067,-73.3
DH_358,140.357,94.067,-73.3
DH_358,145.714,94.067,-73.3
DH_359,0.0,90.0,-60.0
DH_359,10.0,91.294,-59.787
DH_359,20.0,91.615,-60.263
DH_359,30.0,91.949,-60.738
DH_359,40.0,92.277,-61.213
DH_359,50.0,92.611,-61.688
DH_359,60.0,92.931,-62.163
DH_359,70.0,93.265,-62.638
DH_359,80.0,93.593,-63.113
DH_359,90.0,93.932,-63.588
DH_359,100.0,94.26,-64.063
DH_359,110.0,94.594,-64.538
DH_359,120.0,94.758,-64.775
DH_360,0.0,90.0,-60.0
DH_360,5.0,95.524,-59.602
DH_360,10.0,96.137,-59.723
DH_360,15.0,96.861,-60.133
DH_360,20.0,97.251,-60.548
DH_360,25.0,97.639,-60.785
DH_360,30.0,98.248,-60.857
DH_360,35.0,98.53,-61.364
DH_360,40.0,99.044,-61.965
DH_360,45.0,99.664,-62.299
DH_360,50.0,99.818,-62.632
DH_360,55.0,100.238,-62.885
DH_360,60.259,101.001,-63.091
DH_360,65.519,101.365,-63.332
DH_360,70.778,101.777,-63.789
DH_360,76.037,102.73,-64.399
DH_360,81.296,103.754,-65.019
DH_360,87.0,104.519,-65.323
DH_360,92.0,105.661,-65.458
DH_360,97.0,105.987,-65.614
DH_360,102.0,106.537,-65.92
DH_360,107.0,106.814,-66.406
DH_360,112.0,107.647,-66.599
DH_360,117.0,108.404,-66.656
DH_360,122.0,108.105,-66.807
DH_360,127.0,108.792,-67.155
DH_360,132.0,109.0,-67.233
DH_360,137.0,109.0,-67.233
DH_361,0.0,90.0,-60.0
DH_361,5.0,91.268,-60.575
DH_361,10.087,92.974,-60.348
DH_361,15.174,94.85,-60.28
DH_361,20.261,95.13,-61.134
DH_361,25.348,95.932,-61.407
DH_361,30.435,96.724,-61.373
DH_361,35.522,97.57,-61.77
DH_361,40.609,96.896,-62.128
DH_361,45.696,95.404,-62.671
DH_361,50.783,96.717,-63.235
DH_361,55.87,97.967,-63.414
DH_361,60.957,98.864,-63.537
DH_361,66.043,99.354,-63.479
DH_361,71.13,100.999,-63.913
DH_361,76.217,101.239,-64.543
DH_361,81.0,100.701,-65.18
DH_361,86.0,100.822,-65.849
DH_361,91.0,101.276,-66.211
DH_361,96.0,100.343,-66.604
DH_361,101.0,101.291,-67.093
DH_361,106.0,101.649,-67.684
DH_361,111.0,101.433,-67.9
DH_361,116.0,101.433,-67.9
DH_362,0.0,90.0,-60.0
DH_362,10.0,89.991,-59.071
DH_362,20.0,91.119,-59.042
DH_362,30.0,92.571,-58.608
DH_362,40.0,94.441,-58.72
DH_362,50.0,95.89,-59.934
DH_362,60.0,96.117,-60.283
DH_362,70.0,96.117,-60.283
DH_362,80.0,96.117,-60.283
DH_362,90.0,96.117,-60.283
DH_362,100.0,96.117,-60.283
DH_362,110.0,96.117,-60.283
DH_363,0.0,90.0,-60.0
DH_363,5.0,94.316,-59.801
DH_363,10.0,95.454,-60.342
DH_363,15.2,96.182,-60.697
DH_363,20.4,97.053,-60.925
DH_363,25.6,96.378,-61.54
DH_363,30.8,97.207,-62.124
DH_363,36.0,98.418,-62.069
DH_363,41.2,99.351,-62.504
DH_363,46.4,98.935,-63.01
DH_363,52.0,100.093,-63.687
DH_363,57.0,99.715,-64.185
DH_363,62.0,100.04,-64.449
DH_363,67.0,99.968,-64.565
DH_363,72.0,99.917,-64.583
DH_363,77.0,99.917,-64.583
DH_364,0.0,90.0,-60.0
DH_364,5.0,92.812,-59.62
DH_364,10.0,93.462,-59.994
DH_364,15.0,93.864,-60.306
DH_364,20.0,93.812,-60.61
DH_364,25.0,94.175,-60.955
DH_364,30.0,94.041,-61.415
DH_364,35.0,93.698,-61.993
DH_364,40.0,93.958,-62.564
DH_364,45.0,93.999,-63.215
DH_364,50.0,94.276,-63.558
DH_364,55.0,94.783,-63.777
DH_364,60.0,95.193,-64.145
DH_364,65.0,95.809,-64.446
DH_364,70.0,96.041,-64.769
DH_364,75.0,96.195,-65.047
DH_364,80.0,96.278,-65.48
DH_364,85.0,96.466,-65.979
DH_364,90.0,96.693,-66.367
DH_364,95.0,96.651,-66.625
DH_365,0.0,90.0,-65.0
DH_365,4.938,87.198,-64.57
DH_365,10.0,87.264,-64.995
DH_365,15.0,86.961,-65.356
DH_365,20.0,86.735,-65.344
DH_365,25.0,86.696,-65.625
DH_365,30.0,87.076,-66.238
DH_365,35.0,87.884,-66.696
DH_365,40.0,88.716,-67.187
DH_365,45.0,89.307,-67.719
DH_365,50.0,89.6,-67.992
DH_365,55.0,90.45,-68.132
DH_365,60.0,91.383,-68.39
DH_365,65.0,92.002,-68.827
DH_365,70.0,92.132,-69.421
DH_365,75.0,91.594,-69.645
DH_366,0.0,90.0,-60.0
DH_366,9.0,96.086,-59.013
DH_366,18.0,96.877,-59.34
DH_366,27.0,97.481,-59.989
DH_366,36.0,97.752,-60.476
DH_366,45.0,98.307,-60.7
DH_366,54.0,98.33,-61.332
DH_366,63.0,99.067,-61.92
DH_366,72.0,99.367,-62.117
DH_366,81.0,99.367,-62.117
DH_366,90.0,99.367,-62.117
DH_366,99.0,99.367,-62.117
DH_366,108.0,99.367,-62.117
DH_366,117.0,99.367,-62.117
DH_366,125.533,99.367,-62.117
DH_367,0.0,90.0,-60.0
DH_367,5.0,89.869,-59.532
DH_367,10.0,89.872,-60.033
DH_367,15.0,90.281,-60.541
DH_367,20.0,90.871,-61.008
DH_367,25.0,91.715,-61.184
DH_367,30.0,92.264,-61.582
DH_367,35.0,92.277,-62.257
DH_367,40.0,92.29,-62.791
DH_367,45.0,92.483,-63.233
DH_367,50.0,92.468,-63.74
DH_367,55.0,92.942,-64.35
DH_367,60.0,93.353,-65.007
DH_367,65.0,92.881,-65.799
DH_367,70.0,92.411,-66.598
DH_367,75.0,92.382,-67.199
DH_367,80.0,92.854,-67.6
DH_367,85.0,93.38,-68.099
DH_367,90.0,94.423,-68.352
DH_367,95.0,95.296,-68.3
DH_368,0.0,90.0,-60.0
DH_368,5.0,92.634,-59.716
DH_368,10.0,93.551,-59.935
DH_368,15.0,95.256,-60.522
DH_368,20.0,96.408,-61.264
DH_368,25.0,97.358,-61.658
DH_368,30.0,98.319,-61.825
DH_368,35.0,99.55,-61.837
DH_368,40.0,100.009,-62.121
DH_368,45.0,100.069,-62.501
DH_368,50.0,100.411,-62.83
DH_368,55.0,100.57,-63.266
DH_368,60.0,100.973,-63.49
DH_368,65.0,101.034,-63.847
DH_368,70.0,101.325,-64.389
DH_368,75.0,101.679,-64.68
DH_369,0.0,90.0,-60.0
DH_369,5.0,88.69,-60.084
DH_369,10.0,89.123,-60.55
DH_369,15.0,89.424,-61.192
DH_369,20.0,89.88,-61.867
DH_369,25.0,90.829,-62.401
DH_369,30.0,91.73,-62.95
DH_369,35.0,92.289,-63.592
DH_369,40.0,92.715,-64.242
DH_369,45.0,93.397,-64.726
DH_369,50.0,93.711,-65.25
DH_369,55.0,94.369,-65.811
DH_369,60.0,94.774,-65.951
DH_369,65.0,94.557,-66.025
DH_369,70.0,94.439,-65.984
DH_369,75.0,94.083,-65.817
DH_370,0.0,90.0,-60.0
DH_370,6.455,91.984,-60.448
DH_370,13.0,92.569,-60.896
DH_370,19.0,93.029,-61.412
DH_370,25.0,91.63,-61.642
DH_370,31.0,90.98,-61.857
DH_370,37.0,94.404,-62.284
DH_370,43.0,94.356,-62.755
DH_370,49.0,94.332,-63.06
DH_370,55.0,94.333,-63.067
DH_370,61.0,94.333,-63.067
DH_370,67.0,94.333,-63.067
DH_371,0.0,90.0,-60.0
DH_371,5.0,90.313,-61.548
DH_371,10.0,90.769,-61.92
DH_371,15.0,90.701,-61.942
DH_371,20.0,91.671,-62.313
DH_371,25.0,92.175,-62.879
DH_371,30.0,92.883,-63.372
DH_371,35.0,93.665,-63.797
DH_371,40.0,94.344,-64.214
DH_371,45.0,95.326,-64.549
DH_371,50.0,94.989,-64.835
DH_371,55.0,96.444,-64.883
DH_371,60.0,98.191,-65.04
DH_371,65.0,97.265,-65.329
DH_372,0.0,90.0,-80.0
DH_372,7.0,91.997,-78.39
DH_372,14.0,93.07,-78.151
DH_372,21.0,94.139,-77.945
DH_372,28.0,93.954,-77.918
DH_372,35.0,94.487,-77.905
DH_372,42.0,94.198,-77.747
DH_372,49.0,94.582,-77.709
DH_372,56.0,94.915,-77.74
DH_372,63.0,94.9,-77.717
DH_372,69.923,94.9,-77.717
DH_372,76.846,94.9,-77.717
DH_372,83.769,94.9,-77.717
DH_373,0.0,90.0,-60.0
DH_373,10.0,90.0,-60.0
DH_373,20.0,90.0,-60.0
DH_373,30.0,90.0,-60.0
DH_373,40.0,90.0,-60.0
DH_373,50.0,90.0,-60.0
DH_373,60.0,90.0,-60.0
DH_373,70.0,90.0,-60.0
DH_373,80.0,90.0,-60.0
DH_373,90.0,90.0,-60.0
DH_373,100.0,90.0,-60.0
DH_373,110.0,90.0,-60.0
DH_373,120.0,90.0,-60.0
DH_373,130.0,90.0,-60.0
DH_373,140.0,90.0,-60.0
DH_374,0.0,90.0,-60.0
DH_374,4.926,90.849,-58.357
DH_374,9.852,90.613,-58.201
DH_374,14.778,90.48,-58.066
DH_374,19.704,90.3,-57.816
DH_374,24.63,89.866,-57.828
DH_374,29.556,90.577,-58.04
DH_374,34.481,90.266,-58.179
DH_374,39.407,89.368,-58.477
DH_374,44.333,88.802,-58.959
DH_374,49.259,88.753,-59.401
DH_374,54.185,88.721,-59.872
